Site_ID,Technology,Vendor,Region,RRC_Success_Rate,ERAB_Drop_Rate,DL_Throughput,UL_Throughput,PRB_Utilization_DL,PRB_Utilization_UL,RSRP_Avg,RSRQ_Avg,SINR_Avg,CQI_Avg,Critical_Alarms_Count,Major_Alarms_Count,VSWR_Alarm,GPS_Sync_Alarm,Transmission_Alarm,CPU_Utilization,Memory_Usage,DL_User_Count,UL_User_Count,Cell_Health
SITE_250,4G,Huawei,UPW,70.54000267,1.564315804,66.41444782,41.43535719,59.5316151,49.34550312,-97.87782456,-8.600811389,23.81440286,1.154398279,2,0,0,0,0,38.12193225,61.72857895,94,64,0
SITE_251,4G,Huawei,UPW,82.64332125,4.676485493,120.0677449,39.95784286,56.2559902,27.3269275,-78.59845056,-14.58801562,25.77889477,5.369795876,2,9,1,1,0,38.80299866,31.754363,14,248,0
SITE_252,3G,Nokia,UPE,70.81525048,4.253401303,9.607880232,16.86281045,72.11108059,70.21873009,-96.76900355,-13.5190908,12.07016039,1.176330534,2,2,0,1,0,93.14150219,40.72854517,268,56,0
SITE_253,4G,Ericsson,UPE,98.98730232,4.90952849,118.3973615,38.49449785,85.37046356,83.76657208,-99.23348999,-3.157886503,17.07226667,2.344097251,0,4,1,1,1,32.35107893,68.73196778,272,241,0
SITE_254,4G,Nokia,UPW,73.82361878,3.139966913,39.81025737,8.014906533,39.06907149,46.11371997,-69.84669551,-15.79050952,-2.216810035,5.159347068,1,6,0,0,0,28.87047458,85.03287627,122,243,1
SITE_255,5G,Ericsson,UPE,91.23064979,1.237550366,25.9248341,33.22809122,90.01109711,31.82204533,-113.9234326,-11.39024159,12.08133785,1.759796595,1,8,0,0,1,16.6442838,52.33960456,254,159,0
SITE_256,3G,Nokia,Chennai,99.18328969,0.814075248,21.77669114,32.43685977,24.45702514,72.06033553,-79.44644263,-5.645160166,0.418551421,9.352827453,3,5,1,0,1,50.99079521,10.79767772,63,144,0
SITE_257,5G,Huawei,Delhi,94.78117155,0.934572203,8.951251733,2.252920155,25.57214828,62.95176731,-105.0764764,-15.93320537,7.937509117,2.216080712,0,2,0,1,1,18.83068756,37.0771001,199,145,0
SITE_258,5G,Ericsson,Chennai,90.97946125,0.098978292,80.92004036,39.61053655,34.00948573,80.54396112,-119.0701055,-12.94136614,6.52568595,10.82399088,3,6,1,1,1,60.46652415,41.89074679,54,76,0
SITE_259,4G,Ericsson,UPW,95.18382729,1.953410555,36.64768154,45.25915715,20.75777826,63.86369108,-109.9941439,-9.543448115,9.823920203,1.736989577,2,3,0,1,1,18.9643801,37.1338896,101,212,1
SITE_260,5G,Nokia,UPW,99.4539608,0.957138402,148.467606,14.10334865,30.72873022,25.69990881,-83.60030821,-11.81980142,15.00728163,1.830324527,3,2,1,0,0,56.9005986,44.90150889,131,194,0
SITE_261,3G,Nokia,Chennai,88.64033492,2.058277302,88.2933296,40.80714549,19.57705866,84.19103623,-77.45236851,-12.18846147,26.60068265,5.274562586,2,6,1,0,0,79.36423153,60.61330031,250,129,0
SITE_262,4G,Ericsson,UPE,86.7755442,4.674972159,24.99336406,5.037892621,83.95771753,13.91103851,-118.736533,-13.83733457,8.806962097,13.55200135,2,6,0,0,0,8.827217017,19.69024216,91,161,1
SITE_263,5G,Nokia,UPE,88.84714331,2.152701048,104.8705684,30.39842505,22.50720927,27.77513376,-117.8144734,-10.02701243,29.33959185,9.979505482,1,3,1,1,1,42.77722774,31.81044071,81,167,0
SITE_264,3G,Nokia,UPW,85.9802766,4.389922485,135.1728171,24.7966964,77.25678018,49.21654166,-65.84747311,-9.385664135,21.56598168,11.78183809,1,6,1,0,0,46.49440705,50.61184688,208,64,0
SITE_265,5G,Nokia,Mumbai,89.05267318,3.027523833,113.0510268,27.75025313,14.31224811,53.08807222,-115.6016509,-8.894077805,12.90183664,2.981729533,1,1,1,0,1,76.19649291,35.24586465,150,161,0
SITE_266,5G,Huawei,UPE,83.49526624,1.235657773,16.08377985,46.38405489,95.36682948,6.301399863,-66.34907048,-18.80374217,17.5409253,12.67775607,1,0,0,0,0,47.11240688,89.28682705,153,35,1
SITE_267,5G,Huawei,Chennai,76.55329549,1.779273796,134.9032063,43.69444712,74.00440788,71.34868169,-106.3100452,-9.272419013,-1.42215401,1.114047475,1,1,0,0,1,56.07822078,44.51451736,115,81,0
SITE_268,4G,Nokia,UPE,73.6074168,0.419597679,120.1197609,39.4690992,10.61168937,35.73662207,-75.59893199,-3.794967961,24.5582536,3.98280291,0,3,1,1,1,76.20838282,79.58393229,133,80,1
SITE_269,4G,Nokia,Chennai,72.05022807,1.667312968,27.95406552,14.41122443,78.74708502,39.54557599,-101.4160051,-10.803234,15.38251093,9.625292496,1,7,1,1,0,55.37826436,81.72078685,257,247,0
SITE_270,3G,Huawei,UPW,77.89947351,3.387704728,12.50895387,45.67911281,56.26737287,73.79641128,-68.47487846,-7.840459597,29.51236181,6.25344972,3,2,0,0,1,37.24694722,76.88055998,170,65,0
SITE_271,3G,Huawei,UPE,71.38370693,0.360555465,85.81003342,5.777876931,80.14286533,37.2390883,-77.97270807,-10.53555077,17.27500603,14.77870748,2,9,0,0,0,12.72580499,13.75185928,141,6,1
SITE_272,3G,Ericsson,Chennai,87.0151234,1.027007042,27.62519264,42.81313161,57.0247128,9.014114502,-95.89119248,-5.469409484,24.19390541,1.424749455,1,5,1,1,0,70.69240666,85.81973853,283,165,0
SITE_273,3G,Ericsson,UPW,78.51485341,1.907205207,126.0156881,17.07984355,67.69223719,19.99738049,-115.4218527,-4.197087392,22.991696,14.98037435,0,5,0,1,0,83.40243351,20.29940497,15,204,1
SITE_274,5G,Huawei,Mumbai,94.73604424,4.910247685,56.95852522,3.634843271,80.76984899,86.25176965,-76.03798897,-16.86826171,7.091140301,9.73078966,3,8,0,0,1,92.30580833,12.75229022,75,194,1
SITE_275,5G,Nokia,Chennai,72.22722619,3.924309115,137.3694045,33.79849223,46.45972491,10.9844558,-82.98691464,-12.57337938,4.086371883,8.821897924,3,8,1,1,1,88.39398927,43.14956863,163,237,1
SITE_276,5G,Nokia,Mumbai,76.79054483,3.667433732,87.02478496,12.33271649,10.24373348,35.16915208,-119.8252969,-13.32950428,10.06727542,1.833174196,2,3,0,1,1,76.76761179,25.57072262,220,125,0
SITE_277,5G,Nokia,Mumbai,91.90738441,0.580954783,31.48749571,12.93498517,86.49518464,47.7702292,-119.4348086,-13.1113429,11.35344705,4.826604273,3,8,0,0,1,62.9124739,24.73572237,30,63,0
SITE_278,5G,Nokia,Delhi,87.96424889,3.904979468,25.24183577,15.99631115,44.28013264,46.92887032,-71.47242161,-17.86608892,3.402964568,13.94527764,3,5,0,1,0,75.33141312,33.02556907,290,44,1
SITE_279,5G,Ericsson,UPE,71.93473814,3.926344058,88.58850345,4.120553608,54.64384534,5.336595156,-104.4360157,-6.168532658,26.31092557,5.959444045,3,1,1,1,1,43.88753416,29.87244842,166,249,0
SITE_280,3G,Huawei,Chennai,96.31718371,3.005513478,115.4731237,9.679230066,10.69899779,47.59883217,-81.83197994,-19.39197387,13.98917518,10.26314481,3,9,0,1,0,58.52985933,64.78363217,106,181,0
SITE_281,4G,Nokia,Mumbai,96.31785288,4.95180891,118.3183189,1.251841752,54.28828093,37.62065893,-92.74713481,-11.02014767,29.24555373,14.99294891,0,5,1,1,0,36.38298282,24.94218453,73,237,0
SITE_282,4G,Ericsson,Delhi,79.91224012,1.62626953,44.98482364,22.82506653,98.78386614,87.62674352,-68.19419913,-8.748067403,23.35062223,4.682975994,2,1,0,0,1,34.40382935,53.44946442,137,36,0
SITE_283,4G,Nokia,UPW,80.2121753,4.706362241,34.61578004,5.128513493,35.04408947,18.52852214,-64.98233321,-16.47301955,14.44967011,9.065132306,1,7,0,1,1,73.10225959,88.91412369,193,42,0
SITE_284,5G,Huawei,Chennai,99.67085075,4.573655575,7.429664151,34.44997765,45.58764432,35.10310672,-60.19153724,-4.600546734,28.14640974,10.7501291,3,3,1,1,0,45.85395041,44.59059368,215,96,0
SITE_285,4G,Ericsson,Mumbai,88.78528515,0.057403299,103.4838769,12.54551971,71.84709968,40.65592623,-110.7789519,-5.744663481,12.67061853,3.304781452,0,4,1,0,1,24.09451366,61.3498487,247,211,0
SITE_286,4G,Huawei,UPE,85.93949562,2.250582632,16.10239747,47.23513306,83.33143008,38.20895065,-68.22215721,-11.9915766,26.04872794,3.081415892,2,7,1,1,0,23.17443457,87.54973422,170,219,0
SITE_287,5G,Huawei,Delhi,95.14456551,4.885521165,66.01037426,43.69132974,47.56524616,61.59562035,-104.0387174,-13.01046815,7.535067342,7.388310763,1,7,1,0,1,82.32551254,21.01111984,65,92,0
SITE_288,4G,Ericsson,Mumbai,78.55871015,0.515606812,92.24391378,15.18260385,37.87019834,23.31859289,-84.55104751,-15.97834527,8.252483419,6.401375305,2,5,0,0,1,65.99844449,43.48856074,283,145,1
SITE_289,5G,Ericsson,UPE,82.8754778,2.738923472,140.880797,39.37755728,94.404322,23.79108199,-89.65362997,-7.590115181,9.634573904,10.99901612,0,3,1,1,0,54.1441466,78.01539202,117,89,1
SITE_290,4G,Ericsson,Mumbai,78.03330026,4.894787535,50.21130986,40.35900033,70.943047,66.98293062,-118.9207121,-17.76035541,14.13189761,1.9731228,0,0,1,1,0,41.08448624,84.58445462,34,186,0
SITE_291,4G,Ericsson,Chennai,93.6748254,2.777477121,41.21696355,49.34159259,20.7119174,47.52469409,-64.03372321,-8.435958185,14.37215946,14.61033273,0,6,1,1,0,43.77356517,58.09888464,165,80,0
SITE_292,3G,Ericsson,Chennai,87.20048037,0.949076515,99.85322237,30.29415936,16.20350903,40.28823246,-115.3003767,-5.678231236,12.37396226,1.199877744,3,7,0,1,1,10.16916748,21.4736482,238,132,0
SITE_293,4G,Ericsson,Chennai,89.7647521,2.91091615,94.78965965,5.016320998,53.51948657,19.38225939,-78.70686484,-16.11598321,5.710034075,9.418435541,0,8,0,1,1,45.94191304,82.11772672,174,17,0
SITE_294,4G,Ericsson,Delhi,77.5692175,1.02220287,53.15591858,32.69502422,29.80810594,20.93981395,-72.89958983,-5.270734151,27.45222627,8.876856342,1,1,1,0,1,76.59094196,23.9557253,190,43,1
SITE_295,5G,Nokia,Chennai,76.60675904,2.598521314,139.5747661,31.62400767,32.8586278,5.896889129,-72.28272906,-19.43350561,15.60051341,2.886020232,3,0,1,1,0,39.91878321,38.23022787,61,27,1
SITE_296,5G,Huawei,UPE,84.65123887,0.37021109,127.5050375,32.27917829,88.99229609,12.77123285,-111.8703289,-4.482614448,9.270872567,3.112823758,2,3,1,0,0,39.52231273,40.04063822,244,246,1
SITE_297,4G,Ericsson,Mumbai,92.12697247,3.027413346,37.47746915,16.05013676,18.06094219,52.33128905,-93.14580297,-17.98784213,17.79119363,12.09748483,1,4,1,1,1,6.414492472,45.78332319,261,114,0
SITE_298,5G,Nokia,UPW,85.75719273,2.583949696,39.67566909,43.12429967,74.38277037,80.80921605,-70.23426777,-9.022093975,21.87883652,13.42587442,3,9,0,0,0,46.20517363,73.21326527,205,111,0
SITE_299,4G,Nokia,UPE,70.97937033,3.700806844,79.2835503,48.01413696,34.4028028,29.40900504,-101.8392474,-15.74859803,28.62548309,4.962237522,0,0,1,1,1,7.280388765,74.17155025,110,96,0
SITE_300,4G,Nokia,UPE,96.05654519,3.153502356,117.1679548,11.66791314,78.42953993,32.8585142,-91.93507948,-5.77860935,12.48422068,7.131495495,2,4,0,1,0,56.33144852,67.57240586,294,146,0
SITE_301,5G,Huawei,Chennai,71.94060681,2.748031343,11.38585501,5.319455749,75.0170246,14.8264769,-103.6323664,-11.29089386,-1.076552138,5.969930575,0,5,1,1,1,50.61050434,11.77029395,105,149,0
SITE_302,5G,Ericsson,Delhi,98.67473451,3.448894246,105.5335973,10.53221663,10.66527113,38.03363038,-92.18691493,-17.70089975,10.42680305,2.015658182,1,2,1,1,1,80.6007649,55.18760818,101,28,0
SITE_303,5G,Nokia,Mumbai,70.75425875,0.719709568,98.99420512,41.20705482,55.82218716,8.163844888,-66.72972464,-10.29314329,11.76396965,10.42485944,1,6,0,1,1,57.36025498,69.79943647,157,249,0
SITE_304,5G,Huawei,Delhi,90.83351368,2.976798306,38.56461391,34.15558711,22.53875341,82.99605918,-92.69254614,-13.06599563,26.39479274,12.55270109,3,5,1,0,0,34.10846198,45.5700192,33,190,0
SITE_305,3G,Huawei,Mumbai,72.46621191,0.860553014,103.7961869,32.16631977,87.96043275,62.21446459,-86.64527898,-8.755387118,8.818026896,5.268311003,1,3,1,1,0,51.46079085,85.59488363,157,195,0
SITE_306,5G,Huawei,Mumbai,97.32029738,4.627611039,141.3265627,20.68786362,88.44272946,89.2136488,-95.761423,-5.007644159,28.36634927,14.86246111,2,2,1,1,1,67.97357202,75.90484175,77,38,0
SITE_307,4G,Nokia,Delhi,83.93299709,0.341670524,11.78394752,29.3135706,47.65112267,80.03996883,-92.39296901,-13.04038477,11.97961677,2.061921802,3,4,1,1,1,13.45674159,61.05240524,258,183,1
SITE_308,5G,Ericsson,UPE,74.12571324,2.151873748,51.34954802,16.08583214,49.99560566,45.20420046,-119.0895481,-15.07202845,29.08231753,10.26506999,2,2,0,0,1,60.89666796,14.99401469,8,116,0
SITE_309,4G,Nokia,Mumbai,80.22447099,3.478987388,68.53562392,24.38280389,37.29546455,49.17322765,-102.9752694,-19.75324339,-4.71305876,7.275192203,0,9,1,1,1,87.49636538,62.18769981,241,218,0
SITE_310,4G,Nokia,Delhi,74.94474026,2.290111058,135.392752,39.86008839,74.49456691,21.19896395,-93.8050967,-10.22773636,26.45853812,7.252426615,2,8,1,0,1,31.92172661,82.9263681,42,142,0
SITE_311,4G,Ericsson,Mumbai,75.11745735,0.460476266,144.5279098,49.08083828,42.27952267,44.27334414,-81.97218144,-13.16132895,27.58921582,7.407038624,2,8,0,1,1,61.39625854,40.35563095,24,122,1
SITE_312,4G,Ericsson,UPW,98.44324961,2.766895081,69.39671074,46.69195726,34.10132271,81.75736925,-92.99688417,-13.63096328,28.63573275,4.621544833,1,5,1,0,0,78.91965053,77.05060205,117,204,0
SITE_313,3G,Ericsson,UPE,83.35738337,3.208159544,113.7541198,46.7594312,48.90079536,9.322541009,-99.7309774,-16.89009954,-4.542321304,11.01787958,0,5,0,1,0,51.06257577,35.05289143,27,153,1
SITE_314,3G,Huawei,Chennai,93.66406792,3.518961555,82.09084845,20.70896301,18.23387665,78.40232825,-96.71407588,-12.68905913,1.009529279,11.10207137,1,3,1,1,0,69.61815806,55.60826332,140,169,0
SITE_315,5G,Ericsson,Mumbai,89.18816684,1.866299072,82.97852554,23.97070414,77.19428842,33.98056314,-105.4624002,-3.264486789,17.88175761,4.953559541,0,3,1,0,0,32.99093046,61.87395347,252,11,1
SITE_316,4G,Nokia,UPW,90.29279087,2.818299855,45.32442968,35.57613442,11.13367611,81.45858503,-64.53034303,-14.93817939,-4.108455789,12.69429045,0,1,1,1,1,32.54526076,64.239603,101,94,0
SITE_317,4G,Ericsson,Chennai,73.95080315,2.253432375,36.45865565,46.18740447,68.00365554,84.97479204,-88.69540645,-9.805024972,-2.773685134,5.435829211,2,9,0,0,1,65.08256196,80.60394516,37,17,0
SITE_318,4G,Nokia,Chennai,77.0255334,3.360280194,46.76077516,7.957718708,26.45780741,62.0235154,-119.1954328,-6.799723018,2.737760579,11.15130374,1,3,0,1,1,68.48679866,28.76978136,139,84,0
SITE_319,4G,Huawei,Mumbai,93.60251005,2.917784837,85.66756105,15.90785133,30.91636416,61.47602186,-118.8332245,-7.264317006,12.93539191,2.693996745,2,7,1,1,0,89.33087296,30.98956682,259,34,0
SITE_320,5G,Nokia,Delhi,99.12298619,2.628781098,9.227501973,7.823095385,67.20687988,43.48411871,-61.6223019,-14.41083711,14.10658957,3.361822999,2,9,0,0,0,25.23547172,66.32327946,282,163,1
SITE_321,5G,Nokia,Mumbai,77.88026928,1.247621834,136.5510969,30.98841797,99.36491192,76.02091909,-106.7129465,-9.61537858,-3.800860702,5.421139023,2,1,1,1,1,47.13958365,24.175505,137,137,0
SITE_322,5G,Ericsson,UPW,78.14706294,0.010092589,27.66113788,16.00874885,79.99457402,86.73708447,-71.66350267,-5.18850035,0.962853777,9.314232747,0,8,0,0,0,27.54621258,47.1416324,242,164,0
SITE_323,4G,Ericsson,Chennai,84.18691398,0.870408377,36.91285815,16.97928477,30.3255669,70.88195303,-116.5034819,-19.73739373,12.48969857,10.0371608,1,0,1,0,0,12.20829448,11.60275073,19,20,1
SITE_324,3G,Nokia,Mumbai,99.51520939,0.585330207,80.15004558,4.474882015,25.84222795,57.86462237,-64.7302358,-12.59251593,15.78792173,6.548986408,1,1,0,1,1,41.29074752,21.27834696,281,243,0
SITE_325,5G,Ericsson,Delhi,78.06876837,2.245423725,107.9666411,18.14000703,87.96095832,56.57739614,-67.53497978,-16.18735189,0.194059377,2.089748144,2,1,1,1,1,38.66726726,64.3077108,130,205,1
SITE_326,5G,Huawei,Mumbai,82.20915729,3.061290754,18.88071294,43.26232886,49.97655531,77.20494163,-85.73441025,-13.39325106,8.959449418,6.230885129,0,5,0,1,1,29.3390708,69.79692828,21,154,0
SITE_327,5G,Huawei,UPE,96.74440047,1.065425043,51.06573114,12.42056778,22.33475225,51.00232009,-119.4600806,-12.92817666,26.65405028,10.64274522,1,6,0,0,0,31.7295402,19.22552266,54,196,1
SITE_328,4G,Ericsson,Delhi,70.08763098,4.69528548,145.4578178,35.06418584,87.5990281,73.32809033,-104.5313476,-7.306593599,29.96147505,10.39393646,3,2,0,0,1,37.43706257,28.21676403,139,176,0
SITE_329,4G,Huawei,UPW,71.19297895,0.033410646,43.03973018,31.8517889,83.44831176,48.25524669,-95.59064116,-18.40502817,29.55250592,3.242749785,1,8,0,1,1,93.99538695,17.91235572,122,44,0
SITE_330,4G,Ericsson,Chennai,88.12215031,3.861505076,50.39227103,43.31074581,98.55157275,10.30776337,-92.396153,-11.28607365,25.85860786,1.108975584,2,4,1,0,1,75.46619894,44.67302751,64,241,0
SITE_331,5G,Nokia,Mumbai,97.22140494,3.126023848,126.2922811,7.482109435,91.8769318,37.63549576,-102.1392745,-10.40868854,8.813103078,11.54174264,3,4,1,0,0,11.4261081,20.08928566,129,41,0
SITE_332,4G,Nokia,Delhi,77.16569981,1.867774005,12.2810926,48.90190806,86.66113048,42.7774814,-118.0231279,-11.59932074,19.03010022,2.489154329,0,3,0,0,0,83.51718588,44.98368137,120,82,0
SITE_333,4G,Huawei,UPE,84.08925324,0.252444722,72.36890948,29.54880366,14.7316958,17.03746582,-84.59235564,-7.558154698,9.580727972,2.152888015,3,8,1,0,1,61.99729938,68.56786046,177,20,0
SITE_334,4G,Ericsson,Delhi,83.51395905,3.137432859,60.04443085,49.77823346,19.39738325,13.71218798,-88.55071994,-13.47554865,17.69844594,1.037817036,3,7,0,1,1,85.15343841,64.67109065,191,47,1
SITE_335,4G,Ericsson,UPE,84.18914038,1.928067564,50.90508019,45.66422157,61.20848749,50.51452072,-103.0199619,-3.935559918,5.830136484,7.056418563,2,3,1,1,0,35.75387184,32.43683895,92,216,1
SITE_336,3G,Huawei,UPW,88.67559087,4.681335697,46.42644114,11.85434633,57.83313217,12.23720911,-117.7214419,-11.80934148,16.21707888,8.045694613,1,3,0,1,0,46.80669783,63.90100394,207,67,1
SITE_337,5G,Nokia,Chennai,84.09231289,2.709950374,18.2492452,3.751938485,51.2166893,30.75033927,-60.32434877,-10.28936354,13.33154738,9.927296646,0,1,1,0,1,85.66043516,84.21697047,186,240,1
SITE_338,4G,Huawei,UPW,83.42404424,4.698257556,50.64974526,13.5263156,45.71103929,68.29074296,-91.08082879,-5.965976003,-4.143190697,5.14489377,3,8,1,0,0,29.53158223,37.80195097,172,19,1
SITE_339,4G,Nokia,Mumbai,84.22865261,1.102418467,11.24259839,26.8506188,48.80894364,86.97673526,-74.63974549,-15.3209862,22.67460163,10.94594603,2,2,0,0,1,87.39507886,36.3295323,185,176,1
SITE_340,4G,Ericsson,Delhi,87.72602324,3.628629552,118.2397602,9.408221986,61.23681407,66.01899935,-92.8611579,-18.72156551,-4.583575871,3.370646004,1,3,0,0,1,79.56497409,55.71509212,134,222,1
SITE_341,4G,Nokia,UPE,86.11022465,3.086245104,62.74303012,9.205527481,10.18688658,89.37317162,-117.4097825,-7.967672368,5.260457979,12.64786074,3,6,0,1,0,93.25021468,29.64014488,153,141,0
SITE_342,4G,Huawei,UPE,95.62407993,3.697041149,69.36605569,23.66708381,33.46378967,64.35872756,-101.4239553,-11.78879846,-4.792657709,9.005876604,2,9,0,0,1,34.18318283,62.12631424,213,69,1
SITE_343,4G,Ericsson,Delhi,71.4849056,1.07333932,134.571215,2.630130587,56.64517486,29.97253001,-100.7933915,-4.759427734,8.167049465,9.174457527,2,7,0,0,1,26.2177862,76.58094165,115,231,1
SITE_344,4G,Huawei,Delhi,94.99951214,3.324972581,100.4179727,6.972516044,74.99944888,62.12446594,-69.69882576,-3.294439172,-2.789381514,3.936855793,2,7,1,1,0,34.77802073,46.74548041,141,48,1
SITE_345,5G,Huawei,Mumbai,95.31773838,2.490201965,6.168569985,21.37720563,25.67410232,64.68332504,-80.74620132,-13.21514104,26.97288384,2.03752249,0,3,0,1,1,90.91848164,64.36058599,215,24,0
SITE_346,5G,Nokia,UPW,78.54724065,3.714124875,141.7603493,4.093365551,59.21930564,36.59679369,-103.4742058,-12.93753672,9.548775331,7.506147243,1,6,1,1,0,34.97659664,62.15083391,150,241,0
SITE_347,4G,Huawei,UPE,83.88555865,1.635223221,39.38594757,20.44099777,74.30137155,6.505677302,-61.93560272,-13.06463576,11.08235212,9.618567327,3,9,0,0,1,55.8690638,13.09324495,88,123,1
SITE_348,4G,Nokia,Mumbai,83.15615466,4.450285127,20.60405679,24.22630703,50.01648921,64.77198171,-100.7074901,-14.48258013,7.244758263,2.330650421,1,0,1,0,1,41.33113543,24.67330361,34,202,1
SITE_349,5G,Ericsson,UPW,76.55529503,0.421506573,116.3785859,23.11206409,12.43730203,6.844508098,-60.10595845,-6.711319338,16.9627154,14.30748264,1,5,1,0,0,40.659813,81.48240015,69,238,0
SITE_350,5G,Nokia,Mumbai,81.90390541,4.035946594,77.5692108,43.58956801,50.43413426,58.65098664,-60.23017841,-7.097072038,22.45428408,14.72580104,3,5,0,0,0,22.40407489,85.11137179,28,206,0
SITE_351,3G,Ericsson,UPE,71.33163317,4.306598129,67.89673207,26.9730603,36.6800399,18.90740154,-108.5273689,-11.8630372,17.68513601,8.636393735,1,5,0,0,0,53.33715867,72.43517119,215,116,0
SITE_352,5G,Nokia,Delhi,78.33466218,4.086261557,41.17794655,23.93104266,93.66846469,53.07629986,-101.235533,-19.24075932,21.18724914,14.30096817,0,1,1,0,0,81.44638295,83.69985187,226,127,0
SITE_353,4G,Huawei,Delhi,94.50046526,2.563631971,84.38336603,21.12475302,21.21520471,47.83260716,-90.83734809,-14.73749187,26.70907822,3.512233326,3,7,1,1,0,9.45365122,34.49189207,94,165,0
SITE_354,4G,Nokia,UPW,78.53686905,2.1919249,44.78576775,41.06354554,68.722836,6.148659596,-80.15395973,-15.03084821,25.22412861,1.355889593,3,4,0,0,0,85.03039343,29.81687774,110,84,0
SITE_355,5G,Nokia,Chennai,94.54620006,4.981311433,135.7295358,44.8577736,14.74477897,35.84359444,-88.31715306,-6.211516815,18.59204585,1.551733494,2,4,1,1,1,64.89256686,40.744015,176,104,1
SITE_356,4G,Ericsson,UPW,85.94798394,1.145859756,36.20464956,42.80888099,50.1553394,56.09274923,-61.83351185,-18.51121525,2.512328702,9.225174712,1,1,1,1,0,60.50642725,14.42735988,234,10,0
SITE_357,5G,Huawei,Chennai,96.39588032,2.734379829,133.2314968,34.00378233,59.85815385,77.13155691,-76.56065015,-6.303518556,17.31959979,1.862986368,3,3,1,1,1,61.33102096,74.78972952,81,87,0
SITE_358,3G,Nokia,Mumbai,87.24338663,3.353377627,86.11378673,7.730725552,36.81594382,80.53457968,-107.277309,-8.623877913,12.71290835,14.4196385,3,8,1,0,0,31.66428524,88.73403881,72,35,1
SITE_359,5G,Huawei,Mumbai,70.89004669,3.504338179,125.1307794,14.56662851,50.9568072,46.12724745,-113.694147,-7.548495195,20.10267309,2.987064951,0,8,1,0,1,42.36300535,75.92234339,96,70,0
SITE_360,4G,Nokia,UPE,90.26260623,1.020123329,108.3626694,3.25709012,24.71984151,66.91591142,-78.69592256,-12.65237581,24.15260769,5.266119285,2,5,1,1,1,76.93610053,54.39802679,92,22,0
SITE_361,5G,Nokia,Chennai,71.34560704,3.269970462,106.0207912,46.61037967,37.37114645,31.89863901,-110.4928536,-8.444661468,20.9952524,12.51524923,3,8,0,0,0,32.57429332,33.62255764,54,238,0
SITE_362,4G,Huawei,UPE,83.51791057,4.091847832,52.03014212,33.37912795,65.89956924,34.08584449,-72.73938958,-9.64650794,24.62964095,4.062364523,0,3,0,0,1,47.30181886,25.81583108,107,32,0
SITE_363,5G,Nokia,Delhi,97.88280083,0.250092884,38.91505506,37.57178133,37.16200503,21.52939913,-101.3378,-6.927336681,-2.764676933,4.401558418,3,0,0,1,1,6.766904425,39.12502974,50,72,1
SITE_364,3G,Huawei,Chennai,74.95611818,4.557606467,35.57850301,16.26701524,90.97687706,52.76558935,-100.3864042,-12.40491281,-3.893298662,9.992325381,3,1,0,0,1,71.02025176,63.35756236,183,197,1
SITE_365,4G,Nokia,UPW,81.69617059,0.147520276,129.2927903,42.43702259,66.55662619,31.73795283,-119.3520965,-11.96196438,4.047519869,4.865205239,3,0,1,0,0,42.5931959,45.76492444,271,243,0
SITE_366,3G,Ericsson,Delhi,91.89580927,1.779855162,123.9618889,13.7205609,49.47841166,12.1715262,-77.93932397,-9.059204213,26.52331294,4.044266876,0,7,0,0,0,52.28228916,84.72478561,272,238,0
SITE_367,3G,Huawei,Delhi,96.46775668,0.079065981,68.88316156,1.080544099,13.4881242,63.22551737,-113.2038148,-18.16268261,23.82807378,4.558488,1,8,1,0,1,15.3220386,78.33762744,12,118,0
SITE_368,4G,Nokia,UPW,90.12829014,0.385725843,24.19866896,19.44433316,54.95935017,65.15902265,-73.62716535,-12.58384438,18.89545542,7.869064991,3,9,1,1,0,94.25428059,18.19204928,269,212,1
SITE_369,4G,Nokia,Delhi,77.74519763,4.555841426,60.42657654,28.96731257,78.82986179,35.5993556,-90.48793068,-3.476835631,19.52655336,14.52539822,3,5,0,1,0,32.22210443,20.52201791,82,177,1
SITE_370,4G,Ericsson,Chennai,90.23823559,1.774304154,94.80480085,24.45653804,33.90018382,11.52148895,-72.9432111,-19.36161056,20.43346642,12.65133118,1,1,0,0,1,62.14906954,64.09913482,244,62,0
SITE_371,4G,Huawei,UPE,78.90182923,2.123857652,70.8884574,43.24173099,82.60962127,41.23530598,-84.96440765,-14.62791971,27.99109452,4.984543704,3,5,1,0,1,57.31127104,28.4614712,262,179,0
SITE_372,4G,Nokia,Delhi,91.55287689,1.076721907,118.1274439,6.164859012,32.66260894,42.59851393,-115.0540037,-14.66013308,24.12669033,6.087224919,2,8,0,0,0,75.65829835,73.28239016,200,198,1
SITE_373,5G,Ericsson,Chennai,98.62099383,2.985478851,149.6553092,28.13734859,84.13717492,61.83702522,-74.0608598,-9.231109973,16.81866355,7.503171507,3,2,0,1,0,31.44532601,57.30865139,135,184,1
SITE_374,4G,Nokia,Mumbai,91.64180353,2.974016073,32.71415283,26.13598814,17.67415075,31.81039326,-115.8120309,-18.20139389,18.30004023,14.70501506,2,8,1,0,0,73.03346105,28.38644222,265,168,0
SITE_375,4G,Huawei,Chennai,95.88641509,1.861001959,71.64936885,14.78825613,87.9565338,63.02093878,-91.27789677,-9.314751475,2.480909172,3.413466557,1,1,1,0,1,39.42515576,48.2949438,246,133,1
